10.000	
m		kPa
4.60  33.97552
4.70  25.64208
4.80  17.17174
4.90  8.60910
5.00  0.00000
1930.000	
m		kPa
0.00  0.00000
0.10  8.59749
0.20  17.14867
0.30  25.60785
0.40  33.93061
0.50  42.07427
0.60  49.99854
0.70  57.66586
0.80  65.04182
0.90  72.09545
1.00  78.79935
1.10  85.12986
1.20  91.06698
1.30  96.59429
1.40  101.69876
1.50  106.37051
1.60  110.60245
1.70  114.38992
1.80  117.73028
1.90  120.62248
2.00  123.06666
2.10  125.06373
2.20  126.61498
2.30  127.72180
2.40  128.38536
2.50  128.60646
2.60  128.38536
2.70  127.72180
2.80  126.61498
2.90  125.06373
3.00  123.06666
3.10  120.62248
3.20  117.73028
3.30  114.38992
3.40  110.60245
3.50  106.37051
3.60  101.69876
3.70  96.59429
3.80  91.06698
3.90  85.12986
4.00  78.79935
4.10  72.09545
4.20  65.04182
4.30  57.66586
4.40  49.99854
4.50  42.07427
4.60  33.93061
4.70  25.60785
4.80  17.14867
4.90  8.59749
5.00  0.00000
1935.000	
m		kPa
0.00  0.00000
0.10  8.58591
0.20  17.12567
0.30  25.57375
0.40  33.88584
0.50  42.01942
0.60  49.93431
0.70  57.59302
0.80  64.96124
0.90  72.00802
1.00  78.70600
1.10  85.03152
1.20  90.96453
1.30  96.48858
1.40  101.59058
1.50  106.26056
1.60  110.49133
1.70  114.27814
1.80  117.61824
1.90  120.51047
2.00  122.95488
2.10  124.95227
2.20  126.50387
2.30  127.61099
2.40  128.27475
2.50  128.49591
2.60  128.27475
2.70  127.61099
2.80  126.50387
2.90  124.95227
3.00  122.95488
3.10  120.51047
3.20  117.61824
3.30  114.27814
3.40  110.49133
3.50  106.26056
3.60  101.59058
3.70  96.48858
3.80  90.96453
3.90  85.03152
4.00  78.70600
4.10  72.00802
4.20  64.96124
4.30  57.59302
4.40  49.93431
4.50  42.01942
4.60  33.88584
4.70  25.57375
4.80  17.12567
4.90  8.58591
5.00  0.00000
1940.000	
m		kPa
0.00  0.00000
0.10  8.57437
0.20  17.10275
0.30  25.53975
0.40  33.84121
0.50  41.96475
0.60  49.87026
0.70  57.52040
0.80  64.88088
0.90  71.92082
1.00  78.61289
1.10  84.93339
1.20  90.86229
1.30  96.38307
1.40  101.48257
1.50  106.15076
1.60  110.38034
1.70  114.16646
1.80  117.50627
1.90  120.39852
2.00  122.84313
2.10  124.84083
2.20  126.39275
2.30  127.50015
2.40  128.16410
2.50  128.38533
2.60  128.16410
2.70  127.50015
2.80  126.39275
2.90  124.84083
3.00  122.84313
3.10  120.39852
3.20  117.50627
3.30  114.16646
3.40  110.38034
3.50  106.15076
3.60  101.48257
3.70  96.38307
3.80  90.86229
3.90  84.93339
4.00  78.61289
4.10  71.92082
4.20  64.88088
4.30  57.52040
4.40  49.87026
4.50  41.96475
4.60  33.84121
4.70  25.53975
4.80  17.10275
4.90  8.57437
5.00  0.00000
1945.000	
m		kPa
0.00  0.00000
0.10  8.56287
0.20  17.07990
0.30  25.50586
0.40  33.79673
0.50  41.91024
0.60  49.80642
0.70  57.44798
0.80  64.80074
0.90  71.83385
1.00  78.52000
1.10  84.83549
1.20  90.76026
1.30  96.27775
1.40  101.37474
1.50  106.04111
1.60  110.26948
1.70  114.05489
1.80  117.39438
1.90  120.28661
2.00  122.73140
2.10  124.72938
2.20  126.28162
2.30  127.38929
2.40  128.05342
2.50  128.27471
2.60  128.05342
2.70  127.38929
2.80  126.28162
2.90  124.72938
3.00  122.73140
3.10  120.28661
3.20  117.39438
3.30  114.05489
3.40  110.26948
3.50  106.04111
3.60  101.37474
3.70  96.27775
3.80  90.76026
3.90  84.83549
4.00  78.52000
4.10  71.83385
4.20  64.80074
4.30  57.44798
4.40  49.80642
4.50  41.91024
4.60  33.79673
4.70  25.50586
4.80  17.07990
4.90  8.56287
5.00  0.00000
1950.000	
m		kPa
0.00  0.00000
0.10  8.55141
0.20  17.05714
0.30  25.47209
0.40  33.75239
0.50  41.85591
0.60  49.74277
0.70  57.37578
0.80  64.72083
0.90  71.74711
1.00  78.42733
1.10  84.73781
1.20  90.65844
1.30  96.17262
1.40  101.26709
1.50  105.93161
1.60  110.15874
1.70  113.94341
1.80  117.28256
1.90  120.17475
2.00  122.61970
2.10  124.61795
2.20  126.17048
2.30  127.27840
2.40  127.94271
2.50  128.16406
2.60  127.94271
2.70  127.27840
2.80  126.17048
2.90  124.61795
3.00  122.61970
3.10  120.17475
3.20  117.28256
3.30  113.94341
3.40  110.15874
3.50  105.93161
3.60  101.26709
3.70  96.17262
3.80  90.65844
3.90  84.73781
4.00  78.42733
4.10  71.74711
4.20  64.72083
4.30  57.37578
4.40  49.74277
4.50  41.85591
4.60  33.75239
4.70  25.47209
4.80  17.05714
4.90  8.55141
5.00  0.00000
1955.000	
m		kPa
0.00  0.00000
0.10  8.53999
0.20  17.03444
0.30  25.43843
0.40  33.70820
0.50  41.80174
0.60  49.67931
0.70  57.30379
0.80  64.64114
0.90  71.66060
1.00  78.33490
1.10  84.64035
1.20  90.55683
1.30  96.06769
1.40  101.15960
1.50  105.82226
1.60  110.04812
1.70  113.83203
1.80  117.17082
1.90  120.06294
2.00  122.50802
2.10  124.50652
2.20  126.05933
2.30  127.16750
2.40  127.83197
2.50  128.05339
2.60  127.83197
2.70  127.16750
2.80  126.05933
2.90  124.50652
3.00  122.50802
3.10  120.06294
3.20  117.17082
3.30  113.83203
3.40  110.04812
3.50  105.82226
3.60  101.15960
3.70  96.06769
3.80  90.55683
3.90  84.64035
4.00  78.33490
4.10  71.66060
4.20  64.64114
4.30  57.30379
4.40  49.67931
4.50  41.80174
4.60  33.70820
4.70  25.43843
4.80  17.03444
4.90  8.53999
5.00  0.00000
1960.000	
m		kPa
0.00  0.00000
0.10  8.52861
0.20  17.01183
0.30  25.40487
0.40  33.66414
0.50  41.74775
0.60  49.61604
0.70  57.23201
0.80  64.56167
0.90  71.57431
1.00  78.24268
1.10  84.54310
1.20  90.45542
1.30  95.96295
1.40  101.05229
1.50  105.71306
1.60  109.93763
1.70  113.72075
1.80  117.05915
1.90  119.95118
2.00  122.39638
2.10  124.39510
2.20  125.94817
2.30  127.05657
2.40  127.72121
2.50  127.94268
2.60  127.72121
2.70  127.05657
2.80  125.94817
2.90  124.39510
3.00  122.39638
3.10  119.95118
3.20  117.05915
3.30  113.72075
3.40  109.93763
3.50  105.71306
3.60  101.05229
3.70  95.96295
3.80  90.45542
3.90  84.54310
4.00  78.24268
4.10  71.57431
4.20  64.56167
4.30  57.23201
4.40  49.61604
4.50  41.74775
4.60  33.66414
4.70  25.40487
4.80  17.01183
4.90  8.52861
5.00  0.00000
1965.000	
m		kPa
0.00  0.00000
0.10  8.51726
0.20  16.98928
0.30  25.37143
0.40  33.62023
0.50  41.69392
0.60  49.55296
0.70  57.16043
0.80  64.48241
0.90  71.48824
1.00  78.15069
1.10  84.44608
1.20  90.35423
1.30  95.85841
1.40  100.94515
1.50  105.60401
1.60  109.82727
1.70  113.60957
1.80  116.94756
1.90  119.83947
2.00  122.28476
2.10  124.28368
2.20  125.83700
2.30  126.94563
2.40  127.61042
2.50  127.83194
2.60  127.61042
2.70  126.94563
2.80  125.83700
2.90  124.28368
3.00  122.28476
3.10  119.83947
3.20  116.94756
3.30  113.60957
3.40  109.82727
3.50  105.60401
3.60  100.94515
3.70  95.85841
3.80  90.35423
3.90  84.44608
4.00  78.15069
4.10  71.48824
4.20  64.48241
4.30  57.16043
4.40  49.55296
4.50  41.69392
4.60  33.62023
4.70  25.37143
4.80  16.98928
4.90  8.51726
5.00  0.00000
1970.000	
m		kPa
0.00  0.00000
0.10  8.50595
0.20  16.96681
0.30  25.33809
0.40  33.57645
0.50  41.64025
0.60  49.49006
0.70  57.08906
0.80  64.40337
0.90  71.40240
1.00  78.05893
1.10  84.34927
1.20  90.25323
1.30  95.75405
1.40  100.83818
1.50  105.49511
1.60  109.71703
1.70  113.49849
1.80  116.83604
1.90  119.72782
2.00  122.17317
2.10  124.17228
2.20  125.72583
2.30  126.83467
2.40  127.49960
2.50  127.72118
2.60  127.49960
2.70  126.83467
2.80  125.72583
2.90  124.17228
3.00  122.17317
3.10  119.72782
3.20  116.83604
3.30  113.49849
3.40  109.71703
3.50  105.49511
3.60  100.83818
3.70  95.75405
3.80  90.25323
3.90  84.34927
4.00  78.05893
4.10  71.40240
4.20  64.40337
4.30  57.08906
4.40  49.49006
4.50  41.64025
4.60  33.57645
4.70  25.33809
4.80  16.96681
4.90  8.50595
5.00  0.00000
1975.000	
m		kPa
0.00  0.00000
0.10  8.49468
0.20  16.94442
0.30  25.30486
0.40  33.53281
0.50  41.58676
0.60  49.42736
0.70  57.01789
0.80  64.32455
0.90  71.31677
1.00  77.96738
1.10  84.25267
1.20  90.15245
1.30  95.64988
1.40  100.73138
1.50  105.38636
1.60  109.60692
1.70  113.38751
1.80  116.72460
1.90  119.61621
2.00  122.06161
2.10  124.06089
2.20  125.61465
2.30  126.72369
2.40  127.38876
2.50  127.61039
2.60  127.38876
2.70  126.72369
2.80  125.61465
2.90  124.06089
3.00  122.06161
3.10  119.61621
3.20  116.72460
3.30  113.38751
3.40  109.60692
3.50  105.38636
3.60  100.73138
3.70  95.64988
3.80  90.15245
3.90  84.25267
4.00  77.96738
4.10  71.31677
4.20  64.32455
4.30  57.01789
4.40  49.42736
4.50  41.58676
4.60  33.53281
4.70  25.30486
4.80  16.94442
4.90  8.49468
5.00  0.00000
1980.000	
m		kPa
0.00  0.00000
0.10  8.48344
0.20  16.92209
0.30  25.27174
0.40  33.48931
0.50  41.53342
0.60  49.36484
0.70  56.94692
0.80  64.24594
0.90  71.23137
1.00  77.87605
1.10  84.15629
1.20  90.05186
1.30  95.54589
1.40  100.62475
1.50  105.27775
1.60  109.49693
1.70  113.27664
1.80  116.61323
1.90  119.50466
2.00  121.95008
2.10  123.94951
2.20  125.50347
2.30  126.61270
2.40  127.27790
2.50  127.49958
2.60  127.27790
2.70  126.61270
2.80  125.50347
2.90  123.94951
3.00  121.95008
3.10  119.50466
3.20  116.61323
3.30  113.27664
3.40  109.49693
3.50  105.27775
3.60  100.62475
3.70  95.54589
3.80  90.05186
3.90  84.15629
4.00  77.87605
4.10  71.23137
4.20  64.24594
4.30  56.94692
4.40  49.36484
4.50  41.53342
4.60  33.48931
4.70  25.27174
4.80  16.92209
4.90  8.48344
5.00  0.00000
1985.000	
m		kPa
0.00  0.00000
0.10  8.47225
0.20  16.89984
0.30  25.23872
0.40  33.44594
0.50  41.48025
0.60  49.30251
0.70  56.87616
0.80  64.16754
0.90  71.14618
1.00  77.78494
1.10  84.06013
1.20  89.95148
1.30  95.44210
1.40  100.51829
1.50  105.16929
1.60  109.38706
1.70  113.16586
1.80  116.50194
1.90  119.39315
2.00  121.83858
2.10  123.83814
2.20  125.39229
2.30  126.50169
2.40  127.16702
2.50  127.38874
2.60  127.16702
2.70  126.50169
2.80  125.39229
2.90  123.83814
3.00  121.83858
3.10  119.39315
3.20  116.50194
3.30  113.16586
3.40  109.38706
3.50  105.16929
3.60  100.51829
3.70  95.44210
3.80  89.95148
3.90  84.06013
4.00  77.78494
4.10  71.14618
4.20  64.16754
4.30  56.87616
4.40  49.30251
4.50  41.48025
4.60  33.44594
4.70  25.23872
4.80  16.89984
4.90  8.47225
5.00  0.00000
1990.000	
m		kPa
0.00  0.00000
0.10  8.46108
0.20  16.87766
0.30  25.20581
0.40  33.40271
0.50  41.42724
0.60  49.24035
0.70  56.80559
0.80  64.08936
0.90  71.06121
1.00  77.69405
1.10  83.96417
1.20  89.85129
1.30  95.33849
1.40  100.41199
1.50  105.06098
1.60  109.27732
1.70  113.05518
1.80  116.39072
1.90  119.28171
2.00  121.72711
2.10  123.72679
2.20  125.28110
2.30  126.39067
2.40  127.05612
2.50  127.27788
2.60  127.05612
2.70  126.39067
2.80  125.28110
2.90  123.72679
3.00  121.72711
3.10  119.28171
3.20  116.39072
3.30  113.05518
3.40  109.27732
3.50  105.06098
3.60  100.41199
3.70  95.33849
3.80  89.85129
3.90  83.96417
4.00  77.69405
4.10  71.06121
4.20  64.08936
4.30  56.80559
4.40  49.24035
4.50  41.42724
4.60  33.40271
4.70  25.20581
4.80  16.87766
4.90  8.46108
5.00  0.00000
1995.000	
m		kPa
0.00  0.00000
0.10  8.44996
0.20  16.85555
0.30  25.17300
0.40  33.35962
0.50  41.37439
0.60  49.17838
0.70  56.73522
0.80  64.01138
0.90  70.97646
1.00  77.60337
1.10  83.86842
1.20  89.75131
1.30  95.23507
1.40  100.30586
1.50  104.95282
1.60  109.16770
1.70  112.94460
1.80  116.27958
1.90  119.17031
2.00  121.61568
2.10  123.61545
2.20  125.16992
2.30  126.27964
2.40  126.94520
2.50  127.16700
2.60  126.94520
2.70  126.27964
2.80  125.16992
2.90  123.61545
3.00  121.61568
3.10  119.17031
3.20  116.27958
3.30  112.94460
3.40  109.16770
3.50  104.95282
3.60  100.30586
3.70  95.23507
3.80  89.75131
3.90  83.86842
4.00  77.60337
4.10  70.97646
4.20  64.01138
4.30  56.73522
4.40  49.17838
4.50  41.37439
4.60  33.35962
4.70  25.17300
4.80  16.85555
4.90  8.44996
5.00  0.00000
2000.000	
m		kPa
0.00  0.00000
0.10  8.43887
0.20  16.83352
0.30  25.14029
0.40  33.31665
0.50  41.32169
0.60  49.11659
0.70  56.66505
0.80  63.93361
0.90  70.89192
1.00  77.51290
1.10  83.77288
1.20  89.65153
1.30  95.13183
1.40  100.19990
1.50  104.84480
1.60  109.05820
1.70  112.83412
1.80  116.16852
1.90  119.05897
2.00  121.50428
2.10  123.50412
2.20  125.05873
2.30  126.16860
2.40  126.83426
2.50  127.05610
2.60  126.83426
2.70  126.16860
2.80  125.05873
2.90  123.50412
3.00  121.50428
3.10  119.05897
3.20  116.16852
3.30  112.83412
3.40  109.05820
3.50  104.84480
3.60  100.19990
3.70  95.13183
3.80  89.65153
3.90  83.77288
4.00  77.51290
4.10  70.89192
4.20  63.93361
4.30  56.66505
4.40  49.11659
4.50  41.32169
4.60  33.31665
4.70  25.14029
4.80  16.83352
4.90  8.43887
5.00  0.00000
2005.000	
m		kPa
0.00  0.00000
0.10  8.42781
0.20  16.81155
0.30  25.10769
0.40  33.27382
0.50  41.26916
0.60  49.05498
0.70  56.59508
0.80  63.85605
0.90  70.80759
1.00  77.42265
1.10  83.67755
1.20  89.55194
1.30  95.02877
1.40  100.09411
1.50  104.73693
1.60  108.94883
1.70  112.72374
1.80  116.05753
1.90  118.94769
2.00  121.39291
2.10  123.39281
2.20  124.94755
2.30  126.05755
2.40  126.72330
2.50  126.94518
2.60  126.72330
2.70  126.05755
2.80  124.94755
2.90  123.39281
3.00  121.39291
3.10  118.94769
3.20  116.05753
3.30  112.72374
3.40  108.94883
3.50  104.73693
3.60  100.09411
3.70  95.02877
3.80  89.55194
3.90  83.67755
4.00  77.42265
4.10  70.80759
4.20  63.85605
4.30  56.59508
4.40  49.05498
4.50  41.26916
4.60  33.27382
4.70  25.10769
4.80  16.81155
4.90  8.42781
5.00  0.00000
2010.000	
m		kPa
0.00  0.00000
0.10  8.41679
0.20  16.78965
0.30  25.07519
0.40  33.23112
0.50  41.21678
0.60  48.99355
0.70  56.52530
0.80  63.77869
0.90  70.72347
1.00  77.33261
1.10  83.58242
1.20  89.45255
1.30  94.92590
1.40  99.98848
1.50  104.62920
1.60  108.83958
1.70  112.61346
1.80  115.94662
1.90  118.83645
2.00  121.28158
2.10  123.28152
2.20  124.83636
2.30  125.94649
2.40  126.61233
2.50  126.83424
2.60  126.61233
2.70  125.94649
2.80  124.83636
2.90  123.28152
3.00  121.28158
3.10  118.83645
3.20  115.94662
3.30  112.61346
3.40  108.83958
3.50  104.62920
3.60  99.98848
3.70  94.92590
3.80  89.45255
3.90  83.58242
4.00  77.33261
4.10  70.72347
4.20  63.77869
4.30  56.52530
4.40  48.99355
4.50  41.21678
4.60  33.23112
4.70  25.07519
4.80  16.78965
4.90  8.41679
5.00  0.00000
2015.000	
m		kPa
0.00  0.00000
0.10  8.40581
0.20  16.76782
0.30  25.04279
0.40  33.18855
0.50  41.16456
0.60  48.93229
0.70  56.45571
0.80  63.70153
0.90  70.63956
1.00  77.24278
1.10  83.48750
1.20  89.35335
1.30  94.82321
1.40  99.88301
1.50  104.52161
1.60  108.73046
1.70  112.50328
1.80  115.83579
1.90  118.72528
2.00  121.17029
2.10  123.17025
2.20  124.72518
2.30  125.83542
2.40  126.50135
2.50  126.72329
2.60  126.50135
2.70  125.83542
2.80  124.72518
2.90  123.17025
3.00  121.17029
3.10  118.72528
3.20  115.83579
3.30  112.50328
3.40  108.73046
3.50  104.52161
3.60  99.88301
3.70  94.82321
3.80  89.35335
3.90  83.48750
4.00  77.24278
4.10  70.63956
4.20  63.70153
4.30  56.45571
4.40  48.93229
4.50  41.16456
4.60  33.18855
4.70  25.04279
4.80  16.76782
4.90  8.40581
5.00  0.00000
2020.000	
m		kPa
0.00  0.00000
0.10  8.39486
0.20  16.74606
0.30  25.01049
0.40  33.14611
0.50  41.11249
0.60  48.87121
0.70  56.38631
0.80  63.62458
0.90  70.55586
1.00  77.15315
1.10  83.39278
1.20  89.25435
1.30  94.72070
1.40  99.77771
1.50  104.41417
1.60  108.62145
1.70  112.39320
1.80  115.72504
1.90  118.61416
2.00  121.05902
2.10  123.05899
2.20  124.61401
2.30  125.72434
2.40  126.39035
2.50  126.61232
2.60  126.39035
2.70  125.72434
2.80  124.61401
2.90  123.05899
3.00  121.05902
3.10  118.61416
3.20  115.72504
3.30  112.39320
3.40  108.62145
3.50  104.41417
3.60  99.77771
3.70  94.72070
3.80  89.25435
3.90  83.39278
4.00  77.15315
4.10  70.55586
4.20  63.62458
4.30  56.38631
4.40  48.87121
4.50  41.11249
4.60  33.14611
4.70  25.01049
4.80  16.74606
4.90  8.39486
5.00  0.00000
2025.000	
m		kPa
0.00  0.00000
0.10  8.38394
0.20  16.72437
0.30  24.97829
0.40  33.10380
0.50  41.06058
0.60  48.81031
0.70  56.31710
0.80  63.54783
0.90  70.47236
1.00  77.06374
1.10  83.29827
1.20  89.15555
1.30  94.61836
1.40  99.67257
1.50  104.30688
1.60  108.51257
1.70  112.28322
1.80  115.61436
1.90  118.50309
2.00  120.94780
2.10  122.94775
2.20  124.50284
2.30  125.61326
2.40  126.27934
2.50  126.50133
2.60  126.27934
2.70  125.61326
2.80  124.50284
2.90  122.94775
3.00  120.94780
3.10  118.50309
3.20  115.61436
3.30  112.28322
3.40  108.51257
3.50  104.30688
3.60  99.67257
3.70  94.61836
3.80  89.15555
3.90  83.29827
4.00  77.06374
4.10  70.47236
4.20  63.54783
4.30  56.31710
4.40  48.81031
4.50  41.06058
4.60  33.10380
4.70  24.97829
4.80  16.72437
4.90  8.38394
5.00  0.00000
2030.000	
m		kPa
0.00  0.00000
0.10  8.37306
0.20  16.70274
0.30  24.94618
0.40  33.06162
0.50  41.00882
0.60  48.74957
0.70  56.24809
0.80  63.47128
0.90  70.38907
1.00  76.97453
1.10  83.20395
1.20  89.05693
1.30  94.51621
1.40  99.56760
1.50  104.19973
1.60  108.40381
1.70  112.17334
1.80  115.50376
1.90  118.39209
2.00  120.83661
2.10  122.83654
2.20  124.39167
2.30  125.50217
2.40  126.16832
2.50  126.39034
2.60  126.16832
2.70  125.50217
2.80  124.39167
2.90  122.83654
3.00  120.83661
3.10  118.39209
3.20  115.50376
3.30  112.17334
3.40  108.40381
3.50  104.19973
3.60  99.56760
3.70  94.51621
3.80  89.05693
3.90  83.20395
4.00  76.97453
4.10  70.38907
4.20  63.47128
4.30  56.24809
4.40  48.74957
4.50  41.00882
4.60  33.06162
4.70  24.94618
4.80  16.70274
4.90  8.37306
5.00  0.00000
2035.000	
m		kPa
0.00  0.00000
0.10  8.36222
0.20  16.68118
0.30  24.91418
0.40  33.01956
0.50  40.95721
0.60  48.68901
0.70  56.17926
0.80  63.39493
0.90  70.30599
1.00  76.88552
1.10  83.10984
1.20  88.95851
1.30  94.41424
1.40  99.46278
1.50  104.09271
1.60  108.29517
1.70  112.06356
1.80  115.39324
1.90  118.28114
2.00  120.72546
2.10  122.72534
2.20  124.28051
2.30  125.39108
2.40  126.05729
2.50  126.27933
2.60  126.05729
2.70  125.39108
2.80  124.28051
2.90  122.72534
3.00  120.72546
3.10  118.28114
3.20  115.39324
3.30  112.06356
3.40  108.29517
3.50  104.09271
3.60  99.46278
3.70  94.41424
3.80  88.95851
3.90  83.10984
4.00  76.88552
4.10  70.30599
4.20  63.39493
4.30  56.17926
4.40  48.68901
4.50  40.95721
4.60  33.01956
4.70  24.91418
4.80  16.68118
4.90  8.36222
5.00  0.00000
2040.000	
m		kPa
0.00  0.00000
0.10  8.35140
0.20  16.65969
0.30  24.88228
0.40  32.97763
0.50  40.90575
0.60  48.62862
0.70  56.11062
0.80  63.31878
0.90  70.22311
1.00  76.79672
1.10  83.01593
1.20  88.86027
1.30  94.31244
1.40  99.35813
1.50  103.98585
1.60  108.18666
1.70  111.95388
1.80  115.28279
1.90  118.17024
2.00  120.61435
2.10  122.61416
2.20  124.16936
2.30  125.27999
2.40  125.94625
2.50  126.16831
2.60  125.94625
2.70  125.27999
2.80  124.16936
2.90  122.61416
3.00  120.61435
3.10  118.17024
3.20  115.28279
3.30  111.95388
3.40  108.18666
3.50  103.98585
3.60  99.35813
3.70  94.31244
3.80  88.86027
3.90  83.01593
4.00  76.79672
4.10  70.22311
4.20  63.31878
4.30  56.11062
4.40  48.62862
4.50  40.90575
4.60  32.97763
4.70  24.88228
4.80  16.65969
4.90  8.35140
5.00  0.00000
2045.000	
m		kPa
0.00  0.00000
0.10  8.34062
0.20  16.63827
0.30  24.85047
0.40  32.93582
0.50  40.85443
0.60  48.56840
0.70  56.04216
0.80  63.24282
0.90  70.14043
1.00  76.70812
1.10  82.92221
1.20  88.76223
1.30  94.21082
1.40  99.25364
1.50  103.87912
1.60  108.07826
1.70  111.84430
1.80  115.17243
1.90  118.05941
2.00  120.50328
2.10  122.50301
2.20  124.05822
2.30  125.16890
2.40  125.83520
2.50  126.05728
2.60  125.83520
2.70  125.16890
2.80  124.05822
2.90  122.50301
3.00  120.50328
3.10  118.05941
3.20  115.17243
3.30  111.84430
3.40  108.07826
3.50  103.87912
3.60  99.25364
3.70  94.21082
3.80  88.76223
3.90  82.92221
4.00  76.70812
4.10  70.14043
4.20  63.24282
4.30  56.04216
4.40  48.56840
4.50  40.85443
4.60  32.93582
4.70  24.85047
4.80  16.63827
4.90  8.34062
5.00  0.00000
2050.000	
m		kPa
0.00  0.00000
0.10  8.32988
0.20  16.61691
0.30  24.81875
0.40  32.89413
0.50  40.80327
0.60  48.50835
0.70  55.97388
0.80  63.16706
0.90  70.05795
1.00  76.61972
1.10  82.82869
1.20  88.66437
1.30  94.10938
1.40  99.14930
1.50  103.77253
1.60  107.96999
1.70  111.73482
1.80  115.06214
1.90  117.94863
2.00  120.39224
2.10  122.39188
2.20  123.94709
2.30  125.05780
2.40  125.72414
2.50  125.94624
2.60  125.72414
2.70  125.05780
2.80  123.94709
2.90  122.39188
3.00  120.39224
3.10  117.94863
3.20  115.06214
3.30  111.73482
3.40  107.96999
3.50  103.77253
3.60  99.14930
3.70  94.10938
3.80  88.66437
3.90  82.82869
4.00  76.61972
4.10  70.05795
4.20  63.16706
4.30  55.97388
4.40  48.50835
4.50  40.80327
4.60  32.89413
4.70  24.81875
4.80  16.61691
4.90  8.32988
5.00  0.00000
2055.000	
m		kPa
0.00  0.00000
0.10  8.31917
0.20  16.59561
0.30  24.78714
0.40  32.85257
0.50  40.75226
0.60  48.44846
0.70  55.90579
0.80  63.09149
0.90  69.97567
1.00  76.53152
1.10  82.73537
1.20  88.56670
1.30  94.00811
1.40  99.04513
1.50  103.66609
1.60  107.86183
1.70  111.62544
1.80  114.95193
1.90  117.83791
2.00  120.28125
2.10  122.28077
2.20  123.83596
2.30  124.94671
2.40  125.61308
2.50  125.83519
2.60  125.61308
2.70  124.94671
2.80  123.83596
2.90  122.28077
3.00  120.28125
3.10  117.83791
3.20  114.95193
3.30  111.62544
3.40  107.86183
3.50  103.66609
3.60  99.04513
3.70  94.00811
3.80  88.56670
3.90  82.73537
4.00  76.53152
4.10  69.97567
4.20  63.09149
4.30  55.90579
4.40  48.44846
4.50  40.75226
4.60  32.85257
4.70  24.78714
4.80  16.59561
4.90  8.31917
5.00  0.00000
2060.000	
m		kPa
0.00  0.00000
0.10  8.30849
0.20  16.57438
0.30  24.75561
0.40  32.81114
0.50  40.70139
0.60  48.38874
0.70  55.83788
0.80  63.01611
0.90  69.89359
1.00  76.44352
1.10  82.64224
1.20  88.46922
1.30  93.90701
1.40  98.94111
1.50  103.55979
1.60  107.75380
1.70  111.51616
1.80  114.84181
1.90  117.72725
2.00  120.17029
2.10  122.16969
2.20  123.72485
2.30  124.83562
2.40  125.50202
2.50  125.72414
2.60  125.50202
2.70  124.83562
2.80  123.72485
2.90  122.16969
3.00  120.17029
3.10  117.72725
3.20  114.84181
3.30  111.51616
3.40  107.75380
3.50  103.55979
3.60  98.94111
3.70  93.90701
3.80  88.46922
3.90  82.64224
4.00  76.44352
4.10  69.89359
4.20  63.01611
4.30  55.83788
4.40  48.38874
4.50  40.70139
4.60  32.81114
4.70  24.75561
4.80  16.57438
4.90  8.30849
5.00  0.00000
2065.000	
m		kPa
0.00  0.00000
0.10  8.29784
0.20  16.55322
0.30  24.72419
0.40  32.76982
0.50  40.65066
0.60  48.32919
0.70  55.77016
0.80  62.94092
0.90  69.81170
1.00  76.35572
1.10  82.54931
1.20  88.37192
1.30  93.80609
1.40  98.83726
1.50  103.45362
1.60  107.64589
1.70  111.40698
1.80  114.73176
1.90  117.61665
2.00  120.05938
2.10  122.05863
2.20  123.61375
2.30  124.72453
2.40  125.39095
2.50  125.61308
2.60  125.39095
2.70  124.72453
2.80  123.61375
2.90  122.05863
3.00  120.05938
3.10  117.61665
3.20  114.73176
3.30  111.40698
3.40  107.64589
3.50  103.45362
3.60  98.83726
3.70  93.80609
3.80  88.37192
3.90  82.54931
4.00  76.35572
4.10  69.81170
4.20  62.94092
4.30  55.77016
4.40  48.32919
4.50  40.65066
4.60  32.76982
4.70  24.72419
4.80  16.55322
4.90  8.29784
5.00  0.00000
2070.000	
m		kPa
0.00  0.00000
0.10  8.28722
0.20  16.53211
0.30  24.69285
0.40  32.72862
0.50  40.60008
0.60  48.26980
0.70  55.70261
0.80  62.86592
0.90  69.73001
1.00  76.26811
1.10  82.45656
1.20  88.27481
1.30  93.70534
1.40  98.73356
1.50  103.34760
1.60  107.53809
1.70  111.29790
1.80  114.62179
1.90  117.50611
2.00  119.94851
2.10  121.94760
2.20  123.50267
2.30  124.61344
2.40  125.27987
2.50  125.50201
2.60  125.27987
2.70  124.61344
2.80  123.50267
2.90  121.94760
3.00  119.94851
3.10  117.50611
3.20  114.62179
3.30  111.29790
3.40  107.53809
3.50  103.34760
3.60  98.73356
3.70  93.70534
3.80  88.27481
3.90  82.45656
4.00  76.26811
4.10  69.73001
4.20  62.86592
4.30  55.70261
4.40  48.26980
4.50  40.60008
4.60  32.72862
4.70  24.69285
4.80  16.53211
4.90  8.28722
5.00  0.00000
2075.000	
m		kPa
0.00  0.00000
0.10  8.27664
0.20  16.51108
0.30  24.66161
0.40  32.68754
0.50  40.54965
0.60  48.21057
0.70  55.63523
0.80  62.79112
0.90  69.64851
1.00  76.18070
1.10  82.36401
1.20  88.17788
1.30  93.60476
1.40  98.63001
1.50  103.24171
1.60  107.43042
1.70  111.18892
1.80  114.51190
1.90  117.39563
2.00  119.83768
2.10  121.83659
2.20  123.39159
2.30  124.50235
2.40  125.16880
2.50  125.39094
2.60  125.16880
2.70  124.50235
2.80  123.39159
2.90  121.83659
